"Name","Year","College_Completion_Rate"
"Hawaii","1990_Rural",0.178103210342824
"Idaho","1990_Rural",0.151373303757829
"Illinois","1990_Rural",0.110456380717205
"Indiana","1990_Rural",0.0996281391792606
"Iowa","1990_Rural",0.124630980228174
"Kansas","1990_Rural",0.14510650388916
"Kentucky","1990_Rural",0.0908204722432505
"Louisiana","1990_Rural",0.10272884222004
"Maine","1990_Rural",0.15957812975063
"Maryland","1990_Rural",0.143404737567219
"Massachusetts","1990_Rural",0.259556833558863
"Michigan","1990_Rural",0.121805227600842
"Minnesota","1990_Rural",0.128062022712851
"Mississippi","1990_Rural",0.123064206275566
"Missouri","1990_Rural",0.101665654748949
"Montana","1990_Rural",0.184893860414296
"Nebraska","1990_Rural",0.133519714205902
"Nevada","1990_Rural",0.129139744444123
"New Hampshire","1990_Rural",0.224881965318339
"New Jersey","1990_Rural",NA
"New Mexico","1990_Rural",0.146044711097741
"New York","1990_Rural",0.142766903934449
"North Carolina","1990_Rural",0.11309350224672
"North Dakota","1990_Rural",0.139089786191666
"Ohio","1990_Rural",0.104115331892456
"Oklahoma","1990_Rural",0.143424814909369
"Oregon","1990_Rural",0.135461459426254
"Pennsylvania","1990_Rural",0.105035104410091
"Rhode Island","1990_Rural",NA
"South Carolina","1990_Rural",0.113817781447839
"South Dakota","1990_Rural",0.15527950310559
"Tennessee","1990_Rural",0.0882155445213409
"Texas","1990_Rural",0.11544794260533
"Utah","1990_Rural",0.159083186905999
"Vermont","1990_Rural",0.222710065097646
"Virginia","1990_Rural",0.0967560785273821
"Washington","1990_Rural",0.164027553463818
"West Virginia","1990_Rural",0.0946552258005524
"Wisconsin","1990_Rural",0.124164145345592
"Wyoming","1990_Rural",0.180311185957372
"Puerto Rico","1990_Rural",NA
"United States","2000_Rural",0.149003473652902
"Alabama","2000_Rural",0.115996537494975
"Alaska","2000_Rural",0.20984693349057
"Arizona","2000_Rural",0.124178146315367
"Arkansas","2000_Rural",0.121766806315116
"California","2000_Rural",0.179829922098478
"Colorado","2000_Rural",0.250248062690887
"Connecticut","2000_Rural",0.274655355249205
"Delaware","2000_Rural",NA
"District of Columbia","2000_Rural",NA
"Florida","2000_Rural",0.117666235788427
"Georgia","2000_Rural",0.124666347574064
"Hawaii","2000_Rural",0.213398740664812
"Idaho","2000_Rural",0.180493488737047
"Illinois","2000_Rural",0.134726307896407
"Indiana","2000_Rural",0.120017817838801
"Iowa","2000_Rural",0.155141343291794
"Kansas","2000_Rural",0.175844576843835
"Kentucky","2000_Rural",0.113469676076141
"Louisiana","2000_Rural",0.11914290966211
"Maine","2000_Rural",0.194413314736132
"Maryland","2000_Rural",0.17623684290351
"Massachusetts","2000_Rural",0.315436442581225
"Michigan","2000_Rural",0.151185137193198
"Minnesota","2000_Rural",0.164147228283552
"Mississippi","2000_Rural",0.141232199454831
"Missouri","2000_Rural",0.125160908957969
"Montana","2000_Rural",0.230534860911121
"Nebraska","2000_Rural",0.16899187269969
"Nevada","2000_Rural",0.14773898264256
"New Hampshire","2000_Rural",0.262082469769985
"New Jersey","2000_Rural",NA
"New Mexico","2000_Rural",0.172426916925212
"New York","2000_Rural",0.165600371970689
"North Carolina","2000_Rural",0.142696668421314
"North Dakota","2000_Rural",0.172776786714582
"Ohio","2000_Rural",0.125542687290784
"Oklahoma","2000_Rural",0.163488124778447
"Oregon","2000_Rural",0.160086458753949
"Pennsylvania","2000_Rural",0.12889667588557
"Rhode Island","2000_Rural",NA
"South Carolina","2000_Rural",0.13888188244319
"South Dakota","2000_Rural",0.19269356757789
"Tennessee","2000_Rural",0.109507938652649
"Texas","2000_Rural",0.134690742331797
"Utah","2000_Rural",0.209418678526048
"Vermont","2000_Rural",0.269752714657165
"Virginia","2000_Rural",0.123933849546882
"Washington","2000_Rural",0.198132350961362
"West Virginia","2000_Rural",0.115333956321043
"Wisconsin","2000_Rural",0.156313259696426
"Wyoming","2000_Rural",0.219061127628815
"Puerto Rico","2000_Rural",0.122237537849686
"United States","2013-2017_Rural",0.192726430251966
"Alabama","2013-2017_Rural",0.149377762026526
"Alaska","2013-2017_Rural",0.239878768543627
"Arizona","2013-2017_Rural",0.156334315950961
"Arkansas","2013-2017_Rural",0.15539029924633
"California","2013-2017_Rural",0.230543419353544
"Colorado","2013-2017_Rural",0.307856404990251
"Connecticut","2013-2017_Rural",0.349782143120892
"Delaware","2013-2017_Rural",NA
"District of Columbia","2013-2017_Rural",NA
"Florida","2013-2017_Rural",0.144287767378349
"Georgia","2013-2017_Rural",0.159301481827374
"Hawaii","2013-2017_Rural",0.285037180147234
"Idaho","2013-2017_Rural",0.223331879757965
"Illinois","2013-2017_Rural",0.179181439802682
"Indiana","2013-2017_Rural",0.161266236952517
"Iowa","2013-2017_Rural",0.200919692370889
"Kansas","2013-2017_Rural",0.214878008719819
"Kentucky","2013-2017_Rural",0.155630576358713
"Louisiana","2013-2017_Rural",0.147332439705143
"Maine","2013-2017_Rural",0.247635097180092
"Maryland","2013-2017_Rural",0.254271892876193
"Massachusetts","2013-2017_Rural",0.393090315560392
"Michigan","2013-2017_Rural",0.202465488023192
"Minnesota","2013-2017_Rural",0.215355981607009
"Mississippi","2013-2017_Rural",0.177312880636113
"Missouri","2013-2017_Rural",0.165031726420634
"Montana","2013-2017_Rural",0.293140523111248
"Nebraska","2013-2017_Rural",0.216926841880037
"Nevada","2013-2017_Rural",0.173813289492852
"New Hampshire","2013-2017_Rural",0.329493779192908
"New Jersey","2013-2017_Rural",NA
"New Mexico","2013-2017_Rural",0.195010406093062
"New York","2013-2017_Rural",0.218867048235925
"North Carolina","2013-2017_Rural",0.187339524737904
"North Dakota","2013-2017_Rural",0.228902604724924
"Ohio","2013-2017_Rural",0.165813842202894
"Oklahoma","2013-2017_Rural",0.196922271148521
"Oregon","2013-2017_Rural",0.194529711788083
"Pennsylvania","2013-2017_Rural",0.175273788039851
"Rhode Island","2013-2017_Rural",NA
"South Carolina","2013-2017_Rural",0.176280855817118
"South Dakota","2013-2017_Rural",0.249626426841923
"Tennessee","2013-2017_Rural",0.150900816729002
"Texas","2013-2017_Rural",0.163720319969123
"Utah","2013-2017_Rural",0.262559024816425
"Vermont","2013-2017_Rural",0.335616741663743
"Virginia","2013-2017_Rural",0.174718532750443
"Washington","2013-2017_Rural",0.241982671884861
"West Virginia","2013-2017_Rural",0.158496395468589
"Wisconsin","2013-2017_Rural",0.20761710623256
"Wyoming","2013-2017_Rural",0.270812657277414
"Puerto Rico","2013-2017_Rural",0.189169554589097
