person,county_num,case_year,dob_year,race,sex,court_action,amountpaid,amountdue,probation,imposed,total,suspended,atty
334,47,2005,1981,W,M,guilty plea,2371,57498,0,180,180,156,A-APPOINTED
335,52,2005,1974,W,M,guilty plea,595.41,1368,0,60,60,0,A-APPOINTED
336,63,2011,1987,W,F,guilty plea,0,743.11,0,0,12,12,A-APPOINTED
337,5,2008,1981,W,M,guilty plea,0,3647,0,120,120,0,C-CONTRACT
338,1,2007,1955,B,M,guilty plea,0,500,0,8,90,82,A-APPOINTED
339,13,2011,1977,W,M,guilty plea,100,1965,0,20,180,160,A-APPOINTED
340,67,2006,1967,W,M,guilty plea,1740,1740,0,24,180,156,A-APPOINTED
341,61,2007,1962,W,M,guilty plea,0,803,0,84,84,0,A-APPOINTED
342,25,2007,1965,W,M,guilty plea,316.14,3546,0,24,24,24,A-APPOINTED
343,63,2011,1961,W,M,guilty plea,1873,1873,0,0,13,13,P-PUBLIC
344,75,2010,1976,W,M,guilty plea,0,2426,0,180,180,144,A-APPOINTED
345,47,2009,1970,B,M,guilty plea,0,2516,0,0,180,180,A-APPOINTED
346,56,2008,1982,W,F,guilty plea,0,3088,24,24,24,24,A-APPOINTED
347,2,2011,1972,B,F,guilty plea,0,785.2,0,3,48,48,A-APPOINTED
348,30,2011,1961,B,M,guilty plea,0,603,0,180,180,180,A-APPOINTED
349,75,2009,1975,W,F,guilty plea,749,749,0,0,96,96,A-APPOINTED
350,47,2008,1972,W,F,guilty plea,1274,5219,0,0,24,24,A-APPOINTED
351,27,2011,1981,B,F,guilty plea,508.7,508.7,0,9,119,110,R-RETAINED
352,23,2008,1983,W,M,guilty plea,50,12170,0,144,144,132,A-APPOINTED
353,63,2008,1986,B,M,guilty plea,1099,1099,0,120,120,0,A-APPOINTED; R-RETAINED
354,2,2011,1992,W,M,guilty plea,771.2,771.2,0,6,108,108,A-APPOINTED
355,71,2010,1967,B,M,guilty plea,120,1366,0,18,48,48,A-APPOINTED; R-RETAINED
356,57,2005,1986,B,M,guilty plea,1409,7373,60,36,240,204,A-APPOINTED
357,70,2007,1988,B,M,guilty plea,276,1677,0,60,60,60,A-APPOINTED
358,61,2011,1977,W,F,guilty plea,20,1650,0,8,108,108,A-APPOINTED
359,11,2010,1971,W,F,guilty plea,80,1735,0,96,96,0,A-APPOINTED
360,47,2008,1987,B,M,guilty plea,0,2867,0,120,120,120,A-APPOINTED
361,38,2010,1992,B,M,convicted,0,4054,0,180,180,0,A-APPOINTED
362,41,2011,1977,W,M,guilty plea,1738,41032,0,36,240,204,A-APPOINTED
363,38,2006,1987,B,M,convicted,0,6425,0,300,300,0,R-RETAINED
364,75,2011,1978,W,M,guilty plea,100,579.8,0,9,108,108,A-APPOINTED
365,38,2006,1983,W,M,guilty plea,0,29930,0,276,276,0,C-CONTRACT; A-APPOINTED
366,14,2008,1982,W,M,convicted,2778,2778,36,0,60,60,R-RETAINED
367,63,2007,1975,B,M,guilty plea,0,432.9,0,96,96,0,A-APPOINTED
368,14,2005,1963,W,M,guilty plea,1160,2827,0,0,120,120,A-APPOINTED
369,2,2005,1966,B,M,guilty plea,0,1157,0,0,60,60,A-APPOINTED
370,70,2011,1980,W,M,guilty plea,825,1488,24,0,24,24,R-RETAINED
371,75,2010,1986,W,M,guilty plea,1483,1483,0,0,60,60,R-RETAINED
372,2,2010,1974,B,M,guilty plea,175,1931,0,0,36,36,R-RETAINED
373,57,2011,1956,B,M,guilty plea,346,7926,0,27,27,0,A-APPOINTED
374,3,2008,1960,W,M,guilty plea,6529,6571,0,36,240,204,R-RETAINED
375,2,2010,1990,B,M,guilty plea,0,950,0,120,120,0,A-APPOINTED
376,23,2009,1979,W,F,guilty plea,2524,2524,0,0,96,96,A-APPOINTED
377,23,2005,1979,W,M,guilty plea,2379,2379,0,36,36,0,A-APPOINTED
378,23,2008,1987,W,M,guilty plea,2646,2646,0,2,2,60,NA
379,5,2007,1985,B,M,guilty plea,0,2019,0,60,60,0,NA
380,1,2009,1986,B,M,guilty plea,0,578.5,0,120,240,120,A-APPOINTED
381,11,2009,1985,B,M,guilty plea,0,3088,0,108,108,108,A-APPOINTED
382,2,2005,1967,W,M,guilty plea,0,373,0,24,180,156,R-RETAINED
383,47,2006,1985,W,M,guilty plea,335,3138,0,60,60,36,A-APPOINTED
384,1,2007,1968,B,M,guilty plea,1115,35226,24,36,120,84,R-RETAINED
385,1,2011,1966,B,M,guilty plea,0,113,0,5,60,48,A-APPOINTED
386,30,2011,1982,W,M,guilty plea,0,18972,60,36,240,204,A-APPOINTED
387,63,2006,1971,W,M,guilty plea,0,107,0,120,120,96,A-APPOINTED
388,8,2008,1971,W,M,convicted,0,8053,0,120,120,0,NA
389,38,2007,1939,W,F,guilty plea,0,5183,0,132,132,0,C-CONTRACT
390,58,2005,1963,W,M,guilty plea,32,32,0,0,108,108,P-PUBLIC
391,38,2008,1989,B,M,guilty plea,0,3813,0,120,120,0,C-CONTRACT
392,68,2011,1971,B,F,guilty plea,0,1711,0,0,180,180,A-APPOINTED
393,1,2006,1980,W,M,guilty plea,0,2057,0,12,180,168,A-APPOINTED
394,55,2007,1947,B,M,guilty plea,3629,10690,0,0,24,24,R-RETAINED
395,11,2010,1980,B,M,guilty plea,0,2743,0,130,130,130,A-APPOINTED; R-RETAINED
396,31,2010,1969,W,M,guilty plea,140,3355,0,12,108,108,A-APPOINTED
397,63,2005,1977,B,M,guilty plea,0,596.6,60,48,216,168,P-PUBLIC
398,11,2005,1986,W,M,guilty plea,165,2617,0,18,180,156,A-APPOINTED
399,38,2007,1980,W,M,guilty plea,5464,198141,0,120,120,0,C-CONTRACT
400,25,2010,1981,W,M,guilty plea,0,2332,0,240,240,180,A-APPOINTED; R-RETAINED
401,43,2006,1978,B,M,guilty plea,1000,2405,0,40,40,28,NA
402,63,2011,1970,B,M,guilty plea,405,405,0,0,12,12,P-PUBLIC
403,13,2011,1982,W,M,guilty plea,0,0,0,19,120,101,A-APPOINTED
404,32,2010,1963,W,M,guilty plea,372,372,0,0,60,60,A-APPOINTED
405,14,2009,1980,B,M,guilty plea,600,4834,0,120,120,0,NA
406,18,2007,1959,W,F,guilty plea,0,988,0,36,36,0,NA
407,61,2006,1979,B,M,convicted,0,3563,0,72,72,0,R-RETAINED
408,68,2011,1988,B,M,guilty plea,570,700.5,0,0,24,24,R-RETAINED
409,71,2007,1979,B,M,guilty plea,0,3395,0,24,24,24,A-APPOINTED
410,29,2006,1986,W,M,guilty plea,1121,1121,0,36,36,36,A-APPOINTED
411,68,2008,1978,B,M,guilty plea,41,489,0,180,180,0,R-RETAINED
412,75,2007,1980,B,M,guilty plea,681,681,0,84,84,0,R-RETAINED
413,61,2006,1968,W,F,guilty plea,1250,2200,0,0,30,30,R-RETAINED
414,1,2005,1967,W,M,convicted,0,708,0,360,360,0,A-APPOINTED
415,3,2006,1975,B,M,guilty plea,1513,1513,0,60,240,180,NA
416,63,2009,1981,W,M,guilty plea,653.9,737.9,0,180,180,180,P-PUBLIC
417,52,2005,1977,W,M,guilty plea,0,1972,0,180,180,0,A-APPOINTED
418,11,2008,1965,W,M,guilty plea,0,0,0,0,12,12,A-APPOINTED
419,67,2009,1980,W,M,guilty plea,0,1418,0,240,240,180,A-APPOINTED; R-RETAINED
420,61,2008,1970,W,M,guilty plea,4415,4415,0,60,60,0,A-APPOINTED
421,18,2009,1978,B,M,guilty plea,135,706,0,76,76,67,R-RETAINED
422,57,2010,1977,W,M,guilty plea,0,11086,0,56,56,0,A-APPOINTED
423,5,2007,1966,W,F,guilty plea,1100,1100,0,0,60,60,R-RETAINED
424,52,2007,1956,B,M,guilty plea,1520,1520,0,0,24,24,A-APPOINTED
425,1,2009,1966,B,F,guilty plea,565.5,565.5,0,0,180,180,A-APPOINTED
426,56,2005,1977,B,M,guilty plea,270,599.98,0,60,60,48,A-APPOINTED
427,52,2009,1984,B,M,guilty plea,0,3002,0,1,12,12,A-APPOINTED
428,58,2010,1976,B,M,guilty plea,0,2211,0,72,72,0,P-PUBLIC
429,63,2010,1990,B,M,guilty plea,1194,1194,0,24,180,156,R-RETAINED
430,52,2008,1977,W,M,guilty plea,421,421,0,6,48,48,R-RETAINED
431,3,2007,1976,B,M,guilty plea,0,594.1,0,12,60,60,A-APPOINTED; P-PUBLIC
432,11,2007,1952,B,M,guilty plea,845,34894,0,36,180,180,R-RETAINED
433,64,2009,1973,W,M,guilty plea,2181,2181,0,36,36,36,A-APPOINTED
434,16,2005,1980,B,M,guilty plea,0,2674,0,4,36,36,C-CONTRACT
435,68,2010,1976,W,M,guilty plea,0,3637,0,36,240,204,A-APPOINTED
436,63,2011,1972,B,M,guilty plea,831.09,3786,72,0,120,120,P-PUBLIC
437,49,2010,1956,W,M,guilty plea,502,502,0,0,120,120,R-RETAINED
438,1,2010,1958,W,M,guilty plea,0,679,0,120,120,0,R-RETAINED
439,2,2009,1984,B,M,guilty plea,574.7,574.7,0,24,156,156,A-APPOINTED
440,1,2010,1978,B,M,guilty plea,0,1215,0,240,240,0,R-RETAINED
441,25,2005,1985,W,M,guilty plea,2127,2127,0,24,24,24,A-APPOINTED
442,5,2007,1984,W,M,guilty plea,250,2605,0,0,60,60,NA
443,3,2008,1979,B,M,guilty plea,447,447,0,0,60,60,A-APPOINTED
444,3,2005,1983,B,M,guilty plea,0,2008,0,0,36,36,A-APPOINTED
445,69,2006,1956,W,M,guilty plea,106.6,8298,0,36,36,0,A-APPOINTED
446,18,2009,1968,W,M,guilty plea,0,1416,0,14,14,0,A-APPOINTED
447,11,2010,1985,B,M,guilty plea,0,753.5,0,115,115,0,A-APPOINTED
448,3,2007,1984,B,M,guilty plea,1027,1027,0,0,36,36,A-APPOINTED
449,38,2011,1989,B,M,guilty plea,715,6165,0,3,24,24,C-CONTRACT
450,63,2006,1973,B,M,guilty plea,0,0,0,240,240,180,P-PUBLIC
451,63,2007,1982,B,M,guilty plea,0,2037,0,240,240,0,R-RETAINED
452,58,2006,1961,W,M,guilty plea,0,1153,0,120,120,0,P-PUBLIC
453,5,2011,1982,B,M,guilty plea,0,1647,0,84,84,0,C-CONTRACT
454,8,2010,1962,W,M,guilty plea,2000,5676,0,12,108,96,R-RETAINED
455,1,2011,1946,W,M,guilty plea,0,0,0,0,12,12,A-APPOINTED
456,20,2008,1982,W,M,guilty plea,0,1489,0,12,168,156,A-APPOINTED
457,11,2009,1984,W,M,guilty plea,0,2725,0,36,180,144,A-APPOINTED
458,2,2007,1974,B,M,guilty plea,0,1627,0,24,180,156,A-APPOINTED
459,11,2005,1962,B,M,guilty plea,0,1002,0,24,24,0,A-APPOINTED
460,68,2005,1961,B,F,guilty plea,79.2,1471,0,0,24,24,A-APPOINTED
461,38,2007,1984,B,F,guilty plea,0,4211,0,180,180,0,NA
462,39,2009,1974,W,F,guilty plea,3848,3848,0,0,24,24,R-RETAINED
463,23,2009,1970,W,M,guilty plea,1495,3515,0,4,120,120,A-APPOINTED
464,3,2010,1974,B,F,guilty plea,673,2825,0,0,24,24,A-APPOINTED
465,47,2010,1966,W,M,guilty plea,0,5311,0,3,48,48,A-APPOINTED
466,12,2011,1973,W,M,guilty plea,1213,1213,0,0,31,31,A-APPOINTED
467,13,2005,1980,W,F,guilty plea,0,358.5,0,60,60,60,A-APPOINTED
468,11,2009,1986,B,F,guilty plea,1459,6708,0,14,14,14,A-APPOINTED
469,22,2011,1975,W,M,guilty plea,843.49,6426,0,60,60,60,A-APPOINTED; R-RETAINED
470,1,2008,1978,B,M,guilty plea,85,2200,0,0,84,84,A-APPOINTED
471,5,2006,1976,B,F,guilty plea,0,3194,0,0,60,60,C-CONTRACT
472,47,2007,1987,W,M,guilty plea,550,1757,0,36,36,24,NA
473,50,2010,1984,H,M,guilty plea,0,33836,0,12,120,108,R-RETAINED
474,11,2011,1951,B,M,guilty plea,0,1719,0,1,1,97,A-APPOINTED
475,11,2005,1978,W,M,guilty plea,1062,1999,0,60,60,60,R-RETAINED
476,61,2006,1968,W,M,guilty plea,4483,4483,0,0,30,30,NA
477,9,2006,1978,B,M,guilty plea,0,3201,0,48,240,192,A-APPOINTED
478,31,2007,1968,B,M,guilty plea,520.75,3162,0,300,300,0,R-RETAINED
479,75,2007,1971,W,M,guilty plea,100,100,0,0,32,32,R-RETAINED
480,38,2011,1992,W,M,guilty plea,0,1026,0,36,36,0,A-APPOINTED
481,44,2009,1963,W,F,guilty plea,1327,1327,72,0,156,156,R-RETAINED
482,47,2010,1977,W,M,guilty plea,0,12562,0,240,240,0,A-APPOINTED
483,1,2009,1983,B,M,guilty plea,0,751,0,12,180,168,R-RETAINED
484,34,2009,1975,B,M,guilty plea,0,23758,0,0,0,0,A-APPOINTED
485,23,2005,1978,W,M,guilty plea,3312,5881,24,96,120,24,A-APPOINTED
486,39,2011,1978,W,M,guilty plea,0,1171,0,0,60,60,R-RETAINED
487,3,2009,1981,W,M,guilty plea,1694,3964,24,0,36,36,A-APPOINTED
488,38,2007,1964,B,M,convicted,0,2891,0,72,72,0,R-RETAINED
489,63,2008,1944,B,M,guilty plea,333,333,0,36,36,36,R-RETAINED
490,2,2005,1967,W,M,guilty plea,0,984.1,0,36,240,204,A-APPOINTED
491,40,2009,1947,W,F,guilty plea,695,695,0,0,36,36,A-APPOINTED
492,3,2006,1973,B,M,guilty plea,591,591,0,0,12,12,A-APPOINTED
493,14,2007,1982,B,F,guilty plea,150,861,0,6,12,12,A-APPOINTED
494,71,2011,1988,B,M,guilty plea,0,454,0,40,228,188,A-APPOINTED
495,58,2007,1986,B,M,guilty plea,0,2704,0,96,96,0,A-APPOINTED
496,23,2006,1983,B,M,guilty plea,550,3070,0,6,60,48,A-APPOINTED
497,3,2006,1975,B,M,guilty plea,0,3331,0,0,24,24,A-APPOINTED
498,2,2005,1955,W,M,guilty plea,373,373,0,0,120,120,R-RETAINED
499,1,2009,1956,B,M,convicted,0,1205,0,180,180,180,A-APPOINTED
500,31,2007,1978,W,F,guilty plea,70,2221,0,0,36,36,A-APPOINTED
501,43,2006,1970,W,M,guilty plea,0,2036,0,36,36,36,A-APPOINTED
502,19,2009,1975,B,M,guilty plea,669,5244,0,0,36,36,A-APPOINTED
503,31,2008,1956,W,F,guilty plea,1620,2879,0,18,216,216,A-APPOINTED
504,47,2009,1987,B,M,guilty plea,20366,24469,0,24,120,96,R-RETAINED
505,24,2007,1975,B,M,guilty plea,335,3584,0,3,32,32,A-APPOINTED
506,23,2006,1980,W,M,guilty plea,3074,3074,0,180,180,0,A-APPOINTED
507,47,2007,1982,B,M,guilty plea,0,3532,0,216,216,216,A-APPOINTED
508,57,2009,1988,B,M,guilty plea,0,2450,0,42,42,0,A-APPOINTED
509,31,2009,1982,W,F,guilty plea,429,3572,0,36,240,204,R-RETAINED
510,3,2007,1989,W,M,guilty plea,308,1515,24,0,60,60,NA
511,33,2005,1980,W,M,guilty plea,0,2064,0,180,336,156,R-RETAINED
512,5,2010,1986,W,M,guilty plea,1509,2917,0,60,60,60,C-CONTRACT
513,47,2006,1985,B,M,guilty plea,0,642,0,240,240,0,A-APPOINTED
514,38,2010,1989,W,F,guilty plea,512,6184,0,36,36,0,NA
515,14,2011,1983,W,M,guilty plea,998,2308,0,0,36,36,A-APPOINTED
516,3,2009,1984,B,M,guilty plea,0,3196,2,120,120,120,R-RETAINED; A-APPOINTED
517,63,2010,1985,B,M,guilty plea,0,445.9,0,180,180,0,A-APPOINTED
518,11,2011,1966,W,M,guilty plea,10,4030,0,13,13,13,A-APPOINTED
519,2,2010,1966,W,F,guilty plea,0,384,0,240,240,0,A-APPOINTED
520,1,2008,1973,W,M,guilty plea,685,777.4,0,180,180,0,A-APPOINTED
521,75,2008,1974,W,M,guilty plea,0,2895,0,84,84,84,R-RETAINED
522,58,2005,1982,B,F,guilty plea,0,1040,0,3,36,3,A-APPOINTED
523,47,2011,1992,W,M,guilty plea,0,1845,0,180,180,144,A-APPOINTED
524,1,2011,1985,W,M,guilty plea,1150,1150,0,12,120,108,A-APPOINTED
525,47,2006,1973,W,M,guilty plea,0,1551,0,0,0,0,A-APPOINTED
526,64,2009,1951,W,M,guilty plea,533,533,120,0,120,120,R-RETAINED
527,61,2006,1982,W,F,guilty plea,0,3176,36,0,24,24,A-APPOINTED
528,38,2009,1963,B,M,guilty plea,0,3053,0,180,180,0,C-CONTRACT
529,55,2006,1972,B,M,guilty plea,0,852.26,0,12,180,168,A-APPOINTED
530,57,2006,1975,B,M,guilty plea,0,8938,0,64,64,0,A-APPOINTED
531,41,2008,1988,W,M,guilty plea,765,765,36,18,60,42,A-APPOINTED
532,47,2008,1978,W,M,guilty plea,3547,3547,0,0,84,84,R-RETAINED
533,50,2008,1954,W,M,guilty plea,3398,33546,0,5,24,24,A-APPOINTED
534,2,2005,1976,B,M,guilty plea,1369,1369,0,0,36,36,NA
535,59,2011,1985,W,M,guilty plea,0,485,0,120,120,0,A-APPOINTED
536,38,2009,1970,B,M,convicted,0,3557,0,120,120,0,R-RETAINED
537,5,2009,1976,W,M,guilty plea,674.74,3576,0,84,84,84,C-CONTRACT
538,2,2008,1978,B,M,guilty plea,640,2026,0,0,60,60,R-RETAINED
539,63,2005,1964,W,M,guilty plea,0,923.75,0,180,180,168,R-RETAINED
540,56,2011,1989,W,M,guilty plea,0,21362,0,0,48,48,A-APPOINTED
541,57,2010,1988,B,M,guilty plea,0,2987,0,84,84,0,A-APPOINTED
542,63,2010,1991,W,M,guilty plea,1172,1389,0,60,60,0,A-APPOINTED
543,1,2009,1972,W,F,guilty plea,0,2005,0,0,24,24,R-RETAINED
544,47,2008,1981,B,F,guilty plea,0,3550,0,0,72,72,NA
545,3,2008,1974,B,F,guilty plea,3088,8489,0,36,180,144,A-APPOINTED
546,52,2006,1976,B,F,guilty plea,145,3723,0,144,144,0,A-APPOINTED
547,3,2009,1958,W,M,guilty plea,0,1381,0,0,120,120,A-APPOINTED
548,5,2009,1961,B,M,guilty plea,0,1307,0,180,180,0,C-CONTRACT
549,11,2007,1984,W,M,guilty plea,0,1575,0,120,120,0,A-APPOINTED
550,28,2005,1981,W,F,guilty plea,0,468.65,0,0,0,0,NA
551,34,2008,1985,W,M,guilty plea,40,3117,0,36,36,36,A-APPOINTED
552,69,2006,1974,B,M,guilty plea,0,574.6,0,180,180,120,A-APPOINTED
553,47,2011,1984,B,M,guilty plea,0,1878,0,180,180,144,A-APPOINTED
554,71,2008,1986,W,M,guilty plea,980,980,0,12,24,12,R-RETAINED
555,3,2006,1956,B,M,guilty plea,0,471,0,180,180,0,A-APPOINTED
556,13,2009,1986,W,M,guilty plea,175,1100,0,48,48,48,A-APPOINTED
557,31,2007,1953,W,M,guilty plea,600,600,0,0,84,84,A-APPOINTED
558,61,2005,1957,B,M,guilty plea,0,2858,0,180,180,0,A-APPOINTED
559,2,2010,1990,B,M,guilty plea,0,482,0,24,24,0,R-RETAINED
560,14,2009,1979,W,M,guilty plea,0,2356,0,96,96,96,A-APPOINTED
561,50,2008,1982,W,F,guilty plea,120,3401,0,6,24,24,A-APPOINTED
562,43,2006,1975,B,F,convicted,7645,24880,0,4,24,24,R-RETAINED
563,25,2009,1984,W,M,guilty plea,1297,1297,0,84,84,84,A-APPOINTED
564,38,2005,1967,W,F,guilty plea,0,1781,0,72,72,0,C-CONTRACT
565,44,2009,1983,B,F,guilty plea,1705,1705,0,0,24,24,R-RETAINED
566,68,2009,1985,B,F,guilty plea,0,0,0,0,12,12,A-APPOINTED
567,1,2006,1983,W,F,guilty plea,4180,4180,0,0,24,24,A-APPOINTED
568,41,2007,1970,B,F,guilty plea,0,4203,0,36,36,0,A-APPOINTED
569,3,2006,1965,B,M,guilty plea,0,6198,0,0,0,0,NA
570,11,2007,1971,B,M,guilty plea,0,3230,0,66,66,0,A-APPOINTED
571,56,2011,1973,W,M,guilty plea,20,608.97,0,36,36,36,A-APPOINTED
572,29,2011,1973,W,M,guilty plea,0,1933,0,60,60,0,A-APPOINTED
573,31,2007,1988,B,M,guilty plea,0,471,0,36,240,204,R-RETAINED
574,39,2009,1983,W,M,guilty plea,1894,29630,0,180,180,168,A-APPOINTED
575,64,2011,1981,B,M,guilty plea,0,75930,180,60,240,180,A-APPOINTED
576,33,2010,1988,W,M,guilty plea,0,2809,0,0,72,72,A-APPOINTED
577,1,2011,1987,W,M,guilty plea,0,4569,0,120,120,96,A-APPOINTED
578,38,2005,1979,W,M,guilty plea,0,5509,0,120,120,108,C-CONTRACT
579,63,2007,1986,W,M,guilty plea,474.5,474.5,0,72,72,0,P-PUBLIC
580,5,2010,1982,W,M,guilty plea,0,1607,0,60,60,0,C-CONTRACT
581,2,2010,1979,W,F,guilty plea,2289,2289,0,0,120,120,A-APPOINTED
582,3,2005,1983,B,M,guilty plea,358.1,500.5,24,0,24,24,R-RETAINED
583,39,2009,1971,B,M,guilty plea,462.09,6844,0,180,180,180,A-APPOINTED
584,42,2006,1980,W,M,guilty plea,0,2576,0,132,132,0,R-RETAINED
585,11,2009,1988,B,M,guilty plea,0,3072,0,72,72,0,R-RETAINED
586,17,2009,1984,W,M,guilty plea,30,381,0,180,180,180,A-APPOINTED
587,47,2007,1990,W,M,guilty plea,0,1067,0,60,240,180,A-APPOINTED
588,57,2005,1977,W,M,guilty plea,4800,8344,0,60,60,0,A-APPOINTED
589,29,2008,1964,W,F,guilty plea,40328,40328,0,0,60,60,R-RETAINED
590,38,2011,1984,B,M,convicted,0,7681,0,204,204,192,R-RETAINED
591,28,2006,1978,W,M,guilty plea,0,468.65,0,48,48,0,NA
592,5,2009,1988,W,M,guilty plea,650,3281,0,24,120,96,C-CONTRACT
593,63,2008,1986,B,M,guilty plea,0,10663,0,300,300,0,A-APPOINTED
594,1,2010,1973,B,F,guilty plea,0,788.2,0,69,69,51,A-APPOINTED
595,29,2008,1981,B,M,guilty plea,0,1170,0,0,78,78,R-RETAINED
596,39,2011,1979,W,M,found 0 court actions,35,2081,0,0,0,0,A-APPOINTED
597,57,2007,1974,W,M,guilty plea,0,4457,33,9,42,33,A-APPOINTED
598,2,2011,1991,B,M,guilty plea,0,552,0,24,24,0,A-APPOINTED
599,46,2005,1982,B,M,guilty plea,0,5240,0,180,180,0,A-APPOINTED
600,34,2007,1985,B,M,guilty plea,388,26657,0,48,48,48,A-APPOINTED
601,11,2008,1988,W,M,guilty plea,0,2294,0,120,120,120,A-APPOINTED
602,1,2011,1967,W,F,guilty plea,7146,24891,0,0,12,12,A-APPOINTED; R-RETAINED
603,61,2007,1984,B,M,guilty plea,286.55,1005,0,240,240,0,R-RETAINED
604,62,2008,1967,B,F,guilty plea,542,1810,0,24,24,24,R-RETAINED
605,43,2005,1946,W,M,guilty plea,965,965,0,36,36,36,NA
606,5,2011,1973,B,M,guilty plea,450,664.35,0,0,180,180,R-RETAINED
607,59,2009,1977,W,M,guilty plea,581,581,0,0,8,8,R-RETAINED
608,31,2008,1965,W,F,guilty plea,2485,2485,0,6,108,108,A-APPOINTED
609,47,2007,1986,B,M,guilty plea,100,3008,0,0,24,24,A-APPOINTED
610,68,2010,1977,W,M,guilty plea,0,637,0,12,120,108,A-APPOINTED
611,52,2007,1986,W,M,guilty plea,0,1461,0,0,48,48,R-RETAINED
612,2,2005,1961,W,M,guilty plea,1880,1880,0,76,76,0,A-APPOINTED
613,26,2010,1989,W,M,guilty plea,4160,4160,0,0,46,46,A-APPOINTED
614,1,2006,1979,W,M,guilty plea,973.1,973.1,0,0,24,24,A-APPOINTED
615,38,2007,1981,B,M,guilty plea,0,3031,0,24,24,0,C-CONTRACT
616,38,2006,1969,B,F,guilty plea,598,13731,0,24,24,0,NA
617,1,2008,1968,W,M,guilty plea,0,2204,0,12,120,108,NA
618,47,2005,1984,W,M,guilty plea,0,10218,0,180,180,0,A-APPOINTED
619,75,2008,1964,W,M,guilty plea,48,4032,0,24,96,96,A-APPOINTED
620,61,2005,1967,W,F,guilty plea,3877,3877,0,0,36,36,A-APPOINTED
621,3,2010,1986,B,M,guilty plea,0,484,36,0,240,240,A-APPOINTED
622,30,2006,1979,B,M,guilty plea,0,2307,60,0,60,60,A-APPOINTED
623,25,2011,1970,W,M,guilty plea,90,3765,0,180,180,144,R-RETAINED
624,28,2005,1979,B,M,guilty plea,0,1888,0,60,60,0,R-RETAINED
625,13,2008,1964,W,F,guilty plea,1208,1208,0,0,0,0,A-APPOINTED
626,29,2005,1970,B,M,guilty plea,1195,1195,0,0,180,180,NA
627,12,2011,1975,W,M,guilty plea,0,1173,0,102,102,0,A-APPOINTED
628,1,2005,1977,B,M,guilty plea,0,1640,0,36,36,0,A-APPOINTED
629,70,2008,1950,B,F,guilty plea,75,75,0,30,30,24,A-APPOINTED
630,58,2008,1964,B,M,guilty plea,1185,1185,0,0,120,120,R-RETAINED
631,75,2009,1974,W,M,guilty plea,50,3107,0,24,97,73,A-APPOINTED
632,2,2011,1980,B,M,guilty plea,1073,2610,0,180,180,0,A-APPOINTED
633,63,2006,1987,W,M,guilty plea,553.9,553.9,48,126,126,78,A-APPOINTED
634,38,2005,1953,W,M,guilty plea,4253,4253,0,60,60,0,C-CONTRACT
635,41,2006,1971,W,M,guilty plea,0,560,0,180,180,0,A-APPOINTED
636,26,2006,1976,W,M,guilty plea,0,4018,0,180,180,180,A-APPOINTED
637,47,2008,1989,B,M,guilty plea,2546,2546,0,180,180,156,R-RETAINED
638,58,2008,1961,B,F,guilty plea,0,858.38,0,0,46,46,R-RETAINED
639,25,2008,1949,W,M,guilty plea,1701,1701,0,0,36,36,R-RETAINED
640,4,2007,1965,W,F,guilty plea,0,1276,0,6,48,48,A-APPOINTED
641,8,2006,1983,W,M,guilty plea,334,334,0,60,60,60,R-RETAINED
642,38,2006,1980,W,F,guilty plea,5293,5293,0,36,36,0,NA
643,58,2008,1982,B,M,guilty plea,0,1106,0,0,36,36,P-PUBLIC
644,29,2009,1977,W,F,guilty plea,0,0,0,48,48,0,A-APPOINTED
645,29,2005,1984,B,M,guilty plea,0,2371,36,0,120,120,A-APPOINTED
646,2,2007,1978,B,M,guilty plea,221,492.7,0,0,48,48,R-RETAINED
647,67,2006,1983,W,F,guilty plea,171,1954,0,1,60,60,A-APPOINTED
648,50,2008,1961,W,F,guilty plea,665,1445,0,0,24,24,A-APPOINTED
649,1,2005,1965,B,M,convicted,1256,1256,0,360,360,0,R-RETAINED
650,2,2005,1967,W,M,guilty plea,81,81,0,4,168,168,A-APPOINTED
651,5,2008,1957,B,M,guilty plea,0,1643,0,180,180,0,C-CONTRACT
652,47,2009,1983,B,M,guilty plea,10,3389,0,48,48,48,A-APPOINTED
653,8,2009,1975,W,F,guilty plea,1100,4625,60,12,120,108,A-APPOINTED
654,43,2005,1957,B,F,guilty plea,100,1821,0,180,180,180,A-APPOINTED
655,63,2005,1959,W,M,guilty plea,499.2,531.2,0,180,180,144,P-PUBLIC
656,52,2007,1976,W,M,guilty plea,1736,1736,0,24,156,156,A-APPOINTED; R-RETAINED
657,69,2010,1971,B,M,guilty plea,40,5646,0,36,228,192,A-APPOINTED
658,14,2005,1972,B,M,dismissed,0,32,0,0,0,0,R-RETAINED
659,49,2006,1972,W,F,guilty plea,1584,1584,0,12,108,96,R-RETAINED
660,69,2009,1991,B,M,guilty plea,0,3577,0,36,180,144,A-APPOINTED
661,3,2009,1971,B,M,guilty plea,523,523,0,36,180,144,R-RETAINED
662,4,2010,1970,W,M,guilty plea,1805,1805,0,0,24,24,A-APPOINTED
663,61,2011,1986,W,F,guilty plea,2260,2260,0,0,24,24,A-APPOINTED
664,41,2007,1972,W,F,guilty plea,1841,1841,24,1,23,23,A-APPOINTED
665,52,2005,1978,B,F,guilty plea,1122,3923,0,24,24,24,A-APPOINTED
666,50,2006,1984,W,M,guilty plea,0,1394,0,42,42,0,A-APPOINTED
