SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
157,02,290,33030,00000,00000,1,A,Holy Cross city,Alaska,178,178,178,182,182,179,175,175,173
157,02,290,33910,00000,00000,1,A,Hughes city,Alaska,77,77,77,79,82,81,80,79,88
157,02,290,34350,00000,00000,1,A,Huslia city,Alaska,275,275,275,284,286,282,279,277,275
157,02,290,37430,00000,00000,1,A,Kaltag city,Alaska,190,190,190,195,194,191,187,186,185
157,02,290,42050,00000,00000,1,A,Koyukuk city,Alaska,96,96,96,98,98,97,95,94,93
157,02,290,46010,00000,00000,1,A,McGrath city,Alaska,346,346,346,354,353,349,341,339,336
157,02,290,53050,00000,00000,1,A,Nenana city,Alaska,378,378,378,391,393,388,379,379,376
157,02,290,54150,00000,00000,1,A,Nikolai city,Alaska,94,94,94,96,96,95,93,92,91
157,02,290,56350,00000,00000,1,A,Nulato city,Alaska,264,264,264,271,269,266,262,261,259
157,02,290,65590,00000,00000,1,A,Ruby city,Alaska,166,166,166,172,171,169,165,164,163
157,02,290,68670,00000,00000,1,A,Shageluk city,Alaska,83,83,83,85,85,84,82,81,81
157,02,290,75160,00000,00000,1,A,Tanana city,Alaska,246,246,246,254,262,262,256,259,258
157,02,290,99990,00000,00000,1,F,Balance of Yukon-Koyukuk Census Area,Alaska,1746,1748,1747,1787,1778,1755,1714,1704,1689
